insertion cmp;insertion swp;merge cmp;merge swp;quick cmp;quick swp;dual pivot cmp;dual pivot swp;hybrid cmp;hybrid swp;
115940;58210;16435;8596;11456;4155;3190;3305;10926;4084;
119484;59982;16477;8616;11856;4303;3148;3385;10991;4281;
116111;58296;16514;8636;11692;4244;2940;3284;10564;4113;
116071;58277;16557;8656;12160;4226;3212;3431;11021;3991;
118576;59530;16591;8676;11385;4047;3214;3495;11160;4047;
119627;60056;16644;8696;12261;4437;3047;3383;11370;4497;
119195;59840;16675;8716;11889;4236;3045;3395;11109;4311;
118068;59277;16714;8736;12041;4453;3299;3567;10708;3984;
119625;60056;16752;8756;12097;4353;3327;3572;11184;4269;
120619;60554;16793;8776;12291;4551;3343;3441;10967;4116;
120458;60474;16831;8796;12283;4648;3122;3474;10974;4487;
121796;61143;16863;8816;12075;4319;3122;3515;11506;4455;
122873;61682;16916;8836;12206;4480;3162;3422;10891;4228;
123627;62060;16943;8856;12083;4339;3240;3466;11695;4403;
123285;61889;16972;8876;12495;4545;3402;3486;11259;4367;
122166;61330;17039;8896;12523;4595;3222;3447;11861;4526;
124519;62507;17073;8916;12754;4909;3075;3360;11640;4525;
124253;62375;17105;8936;12186;4393;3284;3429;11162;4243;
125598;63048;17145;8956;11939;4154;3104;3410;11443;4386;
125524;63011;17186;8976;12245;4118;3091;3521;11009;4258;
126376;63438;17233;8996;12548;4565;3054;3423;11337;4361;
125116;62808;17267;9016;12189;4321;3217;3435;11949;4609;
125174;62838;17310;9036;12761;4607;3250;3503;11808;4393;
127800;64151;17347;9056;12746;4410;3302;3383;11266;4220;
128794;64649;17388;9076;12669;4574;3250;3528;12242;4339;
129009;64757;17411;9096;12369;4366;3319;3572;11525;4244;
127636;64071;17455;9116;13150;4778;3242;3494;11255;4460;
129786;65146;17492;9136;12389;4538;3276;3487;11562;4495;
131041;65774;17539;9156;12494;4321;3256;3464;11482;4338;
131988;66248;17576;9176;12954;4510;3159;3433;12082;4634;
128148;64329;17609;9196;12778;4667;3443;3631;12009;4508;
130921;65716;17639;9216;12327;4349;3306;3472;11764;4314;
131426;65969;17679;9238;13275;5125;3334;3632;11879;4704;
132163;66338;17745;9260;12503;4549;3557;3670;11579;4401;
129955;65234;17790;9282;13057;4804;3337;3659;12465;4903;
133710;67112;17809;9304;12745;4656;3321;3483;11465;4321;
134466;67491;17856;9326;13114;4605;3402;3649;11627;4591;
132627;66572;17903;9348;12897;4825;3353;3678;11452;4423;
133422;66970;17951;9370;13073;4794;3575;3796;12721;5000;
136469;68494;18000;9392;12965;4646;3326;3613;11491;4452;
136562;68541;18040;9414;12713;4473;3335;3550;12028;4486;
136041;68281;18076;9436;13187;4700;3415;3561;11984;4565;
136384;68453;18118;9458;12964;4732;3346;3590;11572;4362;
136034;68278;18148;9480;13152;4712;3625;3676;12200;4707;
136823;68673;18195;9502;13193;4857;3396;3615;12169;4693;
139836;70180;18234;9524;12881;4560;3442;3671;11767;4308;
138972;69749;18274;9546;13434;4971;3246;3533;12420;4665;
140151;70339;18324;9568;13098;4764;3443;3660;11836;4274;
141177;70852;18353;9590;13095;4855;3342;3715;12181;4404;
139553;70041;18424;9612;13099;4873;3401;3721;12656;4765;
140950;70740;18449;9634;13097;4722;3403;3706;12348;4797;
142258;71394;18492;9656;13431;4743;3462;3772;12324;4739;
142407;71469;18531;9678;13677;4936;3503;3801;12103;4659;
141950;71241;18585;9700;13781;4907;3410;3753;12233;4598;
143842;72188;18604;9722;13464;4852;3676;3855;12294;4715;
142223;71379;18672;9744;13374;4741;3484;3781;12695;4860;
143703;72119;18699;9766;13599;4943;3597;3919;11727;4532;
146169;73353;18749;9788;13278;4621;3259;3693;12345;4694;
144746;72642;18794;9810;13476;5156;3580;3929;12331;4716;
146559;73549;18816;9832;13620;5135;3791;4211;12087;4727;
146833;73686;18871;9854;13971;5264;3314;3740;12593;4979;
149158;74849;18904;9876;13083;4662;3489;3914;12458;4603;
145531;73036;18939;9898;14252;4903;3441;3772;12887;4902;
149019;74781;18993;9920;13822;5027;3507;3805;12205;4682;
148493;74518;19032;9942;13927;4982;3453;3816;12503;4759;
152771;76658;19081;9964;13801;5094;3434;3802;12665;4710;
147885;74215;19118;9986;14017;5038;3685;3875;12463;4749;
150183;75365;19154;10008;14318;5242;3758;4071;13262;4947;
150752;75650;19199;10030;14003;4993;3849;4095;12614;4788;
151882;76215;19251;10052;14083;5149;3676;3890;13132;5289;
151643;76096;19289;10074;14114;5046;3652;3955;12889;4921;
152098;76324;19319;10096;13553;4992;3573;3893;13045;4992;
151126;75839;19352;10118;13504;5071;3526;3928;12926;5006;
154893;77723;19413;10140;14120;5013;3704;4141;13374;5305;
154776;77665;19455;10162;14082;5201;3489;3985;12644;4837;
154049;77302;19487;10184;13997;5312;3806;4215;12857;4755;
155479;78017;19533;10206;13800;4877;3668;3978;13026;4834;
155929;78243;19587;10228;14781;5576;3724;4127;12658;4609;
157672;79115;19622;10250;14298;5352;3862;4132;13263;4969;
157221;78890;19663;10272;14736;5478;3655;4117;13139;5146;
157384;78972;19697;10294;14686;5655;3592;3751;13073;4836;
156314;78437;19743;10316;14047;5057;3521;3836;12842;4704;
157841;79201;19782;10338;14482;5460;3743;4043;13802;5354;
159233;79898;19813;10360;13944;5057;3665;4006;13231;5022;
160758;80661;19859;10382;14953;5539;3826;4141;13200;5041;
159007;79786;19909;10404;14108;5440;3753;4188;13340;5058;
160531;80548;19945;10426;14605;5332;3686;4034;13102;5040;
163503;82035;19991;10448;14656;5539;3787;4182;13635;5083;
161642;81105;20035;10470;14389;5098;3956;4157;13376;5186;
163516;82042;20085;10492;14804;5089;3905;4341;13482;5205;
163923;82246;20120;10514;15020;5770;3676;3984;13077;5056;
164053;82312;20158;10536;14694;5469;3788;4063;13275;4981;
164090;82331;20199;10558;14682;5431;3720;4124;13959;5201;
164246;82409;20231;10580;14655;5275;3864;4178;12909;4746;
163191;81882;20294;10602;14486;5134;3801;4149;13405;5080;
165510;83042;20343;10624;14422;4900;3996;4198;13827;5392;
168611;84593;20353;10646;14902;5638;3967;4263;13710;5205;
166651;83614;20421;10668;15016;5428;3843;4085;13630;5137;
169048;84813;20453;10690;14784;5474;4064;4296;13330;4939;
167909;84244;20499;10712;14905;5455;3548;4042;13505;5113;
167820;84200;20552;10734;14516;5268;4081;4161;14193;5220;
171684;86132;20591;10756;15263;5542;4083;4327;13621;5102;
170968;85775;20615;10778;14775;5229;3953;4367;13804;5490;
169088;84835;20667;10800;14821;5400;3863;4169;13364;5181;
172655;86619;20716;10822;14796;5397;3918;4194;13549;4965;
173361;86973;20740;10844;14784;5404;3801;4076;13338;5189;
172731;86658;20805;10866;15200;5690;3859;4123;13631;5182;
172462;86524;20825;10888;15126;5645;4051;4367;14127;5648;
176442;88515;20888;10910;15650;5409;3833;4279;13923;5347;
177259;88924;20923;10932;15125;5652;3982;4400;14158;5402;
174985;87787;20972;10954;14829;5327;3843;4164;13615;5220;
177084;88837;20988;10976;15443;5824;3993;4206;13896;5309;
176776;88684;21044;10998;15223;5699;3668;4073;13973;5348;
176200;88396;21082;11020;15152;5395;3967;4245;13970;5192;
176422;88508;21128;11042;15597;5832;3997;4234;13618;4863;
177410;89002;21161;11064;15127;5327;4094;4321;14018;5268;
178973;89784;21211;11086;15592;5710;3921;4276;13956;5282;
179284;89940;21255;11108;15278;5420;3884;4118;14628;5690;
180000;90299;21296;11130;15201;5427;4352;4302;14813;5686;
180801;90700;21328;11152;15082;5466;3831;4282;14186;5194;
183500;92050;21371;11174;15783;5845;4175;4509;14561;5365;
181778;91189;21425;11196;15799;5912;4000;4251;13830;5213;
180732;90667;21463;11218;15656;5779;4141;4250;14560;5638;
184610;92606;21499;11240;15591;5733;3948;4291;14560;5573;
183139;91871;21550;11262;16353;5745;4182;4568;14621;5450;
185640;93122;21588;11284;15131;5312;4035;4349;14449;5612;
185040;92823;21630;11306;15226;5497;4112;4417;13729;5145;
187414;94010;21674;11328;15753;5782;4192;4422;13685;5195;
183414;92011;21726;11350;15569;5511;4140;4429;14810;5599;
186575;93592;21746;11372;15564;5812;4154;4385;14428;5655;
187024;93817;21795;11394;15849;5483;4140;4402;15032;5941;
187835;94223;21841;11416;15900;5666;4421;4557;14719;5477;
190479;95545;21891;11438;15495;5698;4013;4308;14958;5481;
191675;96144;21919;11460;16357;5838;4182;4543;14577;5485;
188573;94593;21968;11482;16447;5974;4179;4368;14653;5535;
190175;95395;22012;11504;15932;5798;4213;4580;14918;5736;
191872;96244;22057;11526;16076;5779;4228;4689;15566;6161;
192180;96398;22090;11548;16090;5970;4140;4511;14407;5219;
189829;95223;22128;11570;16481;5932;4167;4315;14794;5652;
193030;96824;22170;11592;16001;5816;3916;4254;14764;5657;
195478;98049;22236;11614;15854;5680;3971;4326;14858;5545;
193115;96868;22264;11636;15786;5752;4315;4536;15003;5654;
192179;96400;22295;11658;16070;5719;4097;4377;14701;5746;
195488;98055;22362;11680;15839;5716;4170;4528;14756;5729;
195920;98272;22380;11702;16772;6081;4237;4665;15568;5822;
194924;97774;22423;11724;16284;5804;4010;4384;15178;5940;
197772;99199;22469;11746;15767;5655;4173;4448;15642;6154;
196295;98461;22532;11768;16765;5951;4416;4684;14852;5593;
200800;100714;22554;11790;16584;5780;4284;4805;15435;6207;
196892;98760;22605;11812;16659;6142;4055;4444;14927;5668;
199989;100309;22620;11834;16014;6071;4239;4607;14897;5714;
199357;99994;22686;11856;16140;5943;4239;4612;14648;5390;
201038;100835;22721;11878;16882;6233;4434;4811;15094;5917;
202598;101615;22756;11900;16573;5789;4284;4540;15670;5629;
200580;100607;22812;11922;16299;5916;4200;4577;15021;5547;
204302;102468;22838;11944;16544;6121;4257;4692;15143;5691;
204762;102699;22892;11966;15905;5573;4203;4552;15605;6012;
203302;101969;22943;11988;16979;6396;4558;4741;15821;6202;
205260;102949;22973;12010;16131;5911;4064;4433;14836;5656;
204443;102541;23018;12032;17207;6400;4454;4691;14964;5828;
203331;101985;23043;12054;16762;6082;4152;4564;15473;5752;
204280;102460;23094;12076;17086;6366;4155;4665;15396;5657;
203270;101956;23156;12098;17175;6259;4467;4809;15334;5983;
206951;103797;23189;12120;17265;6259;4422;4764;16091;6127;
208609;104626;23240;12142;16417;5978;4372;4753;15721;5977;
209181;104913;23270;12164;17530;6437;4628;4937;15458;6116;
209351;104998;23311;12186;16285;5956;4541;4829;15425;5778;
209817;105232;23352;12208;16502;5930;4428;4726;15159;5767;
209196;104922;23394;12230;16821;6313;4291;4702;15899;6048;
212650;106649;23440;12252;17014;5985;4242;4602;15965;6055;
210858;105754;23498;12274;17045;6289;4242;4678;15698;5927;
211451;106051;23531;12296;17507;6318;4419;4661;15793;6260;
211848;106250;23558;12318;17723;6625;4327;4750;15901;5849;
212406;106529;23607;12340;16930;6144;4554;4745;15376;5814;
217510;109082;23647;12362;17164;6243;4263;4605;15511;5506;
214848;107751;23691;12384;16451;5861;4505;4706;15523;5902;
215189;107922;23727;12406;17626;6522;4478;4704;15803;5954;
212045;106351;23775;12428;16933;6049;4649;4835;15569;5674;
213972;107315;23804;12450;17798;6729;4482;4687;16478;6182;
217110;108884;23862;12472;16875;6341;4595;4984;15551;5947;
217090;108875;23890;12494;17371;6281;4390;4805;15418;5820;
219882;110271;23948;12516;17529;6299;4563;5070;16201;5995;
216997;108829;23974;12538;17226;6278;4549;4868;16120;6049;
221385;111024;24030;12560;17475;6294;4524;4849;16283;6109;
220934;110799;24064;12582;17355;6182;4446;4829;16241;6376;
221035;110850;24098;12604;17126;6090;4826;4996;16606;6444;
219724;110195;24158;12626;17950;6442;4534;4702;16504;6260;
222908;111787;24214;12648;17758;6397;4600;4902;16220;6034;
224612;112640;24249;12670;17798;6592;4500;4748;16246;6164;
218797;109733;24281;12692;17031;6406;4380;4717;15879;6276;
228454;114562;24322;12714;17863;6370;4726;4970;16165;6261;
223223;111947;24358;12736;17901;6563;4757;5000;16370;6404;
227006;113839;24404;12758;17562;6002;4674;5049;16370;6161;
229974;115323;24449;12780;17718;6333;4431;4950;17122;6730;
224641;112657;24486;12802;18104;6457;4784;5113;16303;6084;
226734;113704;24512;12824;17296;6234;4543;5023;16622;6500;
229092;114884;24576;12846;17733;5883;4635;4829;16145;6117;
229313;114995;24614;12868;17808;6445;4405;4777;16534;6320;
232790;116734;24665;12890;18607;6702;4776;5171;16590;5898;
231949;116314;24706;12912;18191;6524;4600;4884;16434;6046;
231579;116129;24740;12934;18441;6656;4652;4988;16462;6156;
237086;118883;24798;12956;18217;6774;5012;5184;16153;6051;
234322;117502;24842;12978;18343;6782;4705;4956;16742;6442;
233580;117131;24874;13000;18434;6529;4677;5116;16603;6572;
238768;119726;24934;13022;17688;6485;4587;4890;16998;6591;
231642;116163;24990;13044;17983;6363;4811;5121;16566;6228;
237265;118975;24994;13066;18287;6484;4756;5127;16371;6144;
239168;119927;25037;13088;18438;6874;4662;4862;16768;6438;
235087;117887;25088;13110;18550;7034;4683;5007;16618;6295;
236069;118379;25136;13132;18820;6901;4965;5157;16802;6540;
238140;119415;25169;13154;18473;6570;4733;4868;17163;6352;
240338;120514;25218;13176;18314;6756;4762;4986;17186;6439;
243001;121846;25225;13198;17829;6493;4970;5195;17534;6640;
242545;121619;25305;13220;19105;6938;4769;5094;17571;6544;
240894;120794;25348;13242;18460;6686;4693;5321;17088;6453;
243414;122054;25365;13264;18298;6606;4781;5149;17070;6452;
241792;121244;25419;13286;18672;6598;4419;4967;17226;6569;
243776;122236;25467;13308;18428;6841;5189;5424;16976;6546;
246094;123396;25521;13330;19207;7027;5031;5372;17257;6451;
248350;124524;25552;13352;18534;6850;4844;5065;16898;6383;
244164;122432;25598;13374;18977;6908;4647;4945;16852;6559;
245444;123072;25618;13396;18510;6758;4671;5067;17176;6712;
245867;123284;25678;13418;18464;6609;4682;5106;17482;6559;
247839;124271;25717;13440;20031;7693;4743;5071;16930;6352;
248897;124800;25740;13462;18275;6669;4806;4990;16990;6294;
248965;124835;25790;13484;19207;7038;4748;5136;17215;6780;
254332;127519;25834;13506;18935;6809;4743;5119;17798;7036;
251400;126053;25886;13528;18971;6992;5067;5449;18430;6797;
251268;125988;25927;13550;18344;6496;4727;5216;17372;6623;
253727;127218;25964;13572;19430;7247;4864;5168;17230;6636;
253523;127116;26011;13594;18672;6790;4859;5217;17246;6553;
254716;127713;26061;13616;18612;6375;5195;5501;16542;6281;
254108;127410;26098;13638;18682;6690;4876;5263;17377;6735;
257576;129144;26140;13660;18737;6533;5162;5531;17306;6242;
258120;129417;26195;13682;18780;6888;4890;5511;17492;6610;
253581;127148;26227;13704;19280;7267;4847;5271;17219;6689;
260510;130613;26278;13726;19248;7335;5099;5592;16817;6361;
258668;129692;26324;13748;19044;6782;5266;5172;17746;6655;
256469;128593;26369;13770;18920;7247;4933;5184;18097;6916;
259862;130290;26395;13792;18824;6991;5067;5449;17512;6715;
261131;130925;26442;13814;19504;7236;4797;5258;17917;6816;
264417;132569;26492;13836;18910;6771;4915;5116;17181;6666;
260337;130529;26533;13858;19269;6972;4720;5063;18312;7393;
258600;129661;26571;13880;19239;7243;5177;5545;18149;6618;
265517;133120;26629;13902;19192;6971;5334;5433;17845;6509;
262147;131436;26633;13924;19756;7361;4961;5348;17528;6673;
263285;132005;26694;13946;19312;6858;4887;5187;17997;7121;
265228;132977;26722;13968;19610;7412;5186;5674;17686;6540;
267215;133971;26767;13990;18961;6765;5036;5551;17505;6823;
265771;133250;26812;14012;19248;6777;5452;5736;18232;6886;
269931;135330;26842;14034;18651;6671;5049;5476;18254;6709;
267818;134274;26908;14056;19847;7309;5129;5344;17514;6700;
266673;133702;26949;14078;19185;6776;4848;5443;17644;6710;
269243;134988;27005;14100;19894;7198;5028;5434;17845;6791;
268552;134643;27024;14122;19202;7074;5057;5525;18046;6758;
267262;133998;27067;14144;20503;7210;5197;5673;18376;7233;
272214;136475;27110;14166;19930;7195;5441;5865;17733;6856;
273586;137161;27135;14188;19766;7075;5397;5912;17976;6792;
272433;136585;27193;14210;20400;7089;5480;5851;17905;7053;
277583;139161;27250;14232;19666;7143;5234;5414;17784;6562;
275322;138031;27267;14254;19780;7278;5419;5495;18709;6832;
277624;139182;27323;14276;20452;7595;5053;5474;18290;6972;
278981;139861;27357;14298;20093;7452;5383;5767;18861;7097;
279094;139918;27408;14320;20059;7280;5282;5541;18073;6835;
278287;139515;27470;14342;19968;7186;5675;5878;17768;6810;
274353;137549;27500;14364;19608;7217;5007;5409;18514;6841;
280956;140851;27550;14386;19230;6909;5178;5724;18643;6633;
279276;140011;27590;14408;20010;7146;5250;5653;18509;6942;
283887;142317;27621;14430;19992;7148;5138;5655;18307;7277;
278900;139824;27657;14452;20146;7256;5306;5606;18639;7202;
280457;140603;27720;14474;20179;7513;4974;5499;18543;7177;
285092;142921;27750;14496;19240;6850;5449;5675;18229;6859;
281652;141202;27799;14518;20071;7427;5148;5530;18398;7128;
285656;143204;27826;14540;20518;7220;5200;5566;18791;7125;
282050;141402;27870;14562;20471;7563;5426;5770;18970;7258;
283522;142138;27911;14584;19716;7510;5616;6007;18481;7205;
290902;145829;27963;14606;20240;7606;5200;5521;18900;7187;
286430;143593;27997;14628;19776;7120;5408;5817;18707;7128;
285279;143018;28044;14650;20501;7525;5059;5569;18403;6844;
287987;144373;28085;14672;20439;7478;5370;5774;19190;7527;
284707;142733;28139;14694;20179;7320;5472;5773;18559;6975;
289607;145184;28181;14716;20889;7582;5113;5458;18604;7058;
294207;147484;28230;14738;20293;7617;5222;5694;18942;7257;
289030;144896;28254;14760;20638;7461;5282;5625;18916;7187;
291532;146148;28298;14782;20572;7655;5260;5698;18400;6959;
295263;148014;28351;14804;21380;7711;5493;5894;19071;7338;
297565;149165;28388;14826;20164;7401;5221;5611;18872;7263;
295230;147998;28410;14848;20670;7573;5216;5748;19014;6945;
294456;147612;28480;14870;20282;7400;5464;5956;20017;7713;
297771;149270;28510;14892;20438;7566;5598;5605;18983;7153;
296484;148627;28567;14914;20331;7281;5474;5739;19356;7423;
296385;148578;28596;14936;20433;7028;5474;5698;18584;6948;
299877;150324;28632;14958;20920;7426;5385;5774;19102;7413;
299815;150294;28684;14980;20633;7348;5298;5951;19524;7491;
297190;148982;28732;15002;20574;7740;5325;5707;18665;7254;
305315;153045;28771;15024;20746;7536;5644;5937;20069;7449;
300291;150533;28811;15046;20812;7483;5513;5950;19337;7656;
301013;150895;28846;15068;21605;8075;5608;5948;19627;7546;
304955;152866;28898;15090;21152;7732;5611;6119;18835;7000;
304406;152592;28942;15112;21226;7859;5377;6049;19741;7570;
307597;154188;28969;15134;20996;7718;5506;6002;20282;7925;
305277;153029;29020;15156;20705;7390;5230;5809;19180;7432;
307767;154274;29069;15178;20687;7479;5512;5864;20158;7808;
304912;152847;29121;15200;20544;7336;5534;6030;19544;7340;
308362;154573;29145;15222;21198;7591;5678;5990;19647;7683;
303408;152096;29203;15244;20760;7564;5870;6047;19170;7216;
309509;155147;29239;15266;21327;7955;5883;6126;20118;7894;
314967;157877;29271;15288;21382;7393;5790;6133;19777;7810;
312175;156481;29320;15310;20893;7334;5422;6111;20003;7407;
315450;158119;29378;15332;21812;7908;5653;5996;20065;7526;
308832;154811;29412;15354;20686;7390;5306;5896;19859;7770;
312808;156799;29446;15376;21187;8042;5554;5993;19256;7144;
311342;156067;29477;15398;21759;7805;5463;5810;19894;7422;
312283;156538;29535;15420;22449;8237;5734;5910;19929;7784;
315369;158081;29597;15442;21451;7458;5664;6037;19696;7652;
316610;158702;29637;15464;21241;7702;5622;6004;19376;7400;
316945;158870;29661;15486;21416;7934;5776;6230;20196;7835;
318131;159464;29702;15508;22881;8850;5597;6083;19624;7444;
320319;160558;29734;15530;20896;7369;5740;5935;20499;7782;
322168;161483;29811;15552;21344;7886;5669;6146;19720;7915;
321732;161266;29832;15574;21118;7618;5464;5871;19653;7179;
313878;157339;29852;15596;22399;8556;5383;5690;19988;7923;
321277;161039;29911;15618;21849;7653;5538;6026;21109;8180;
320685;160744;29970;15640;21706;8279;5587;5991;20936;7981;
323629;162216;30004;15662;21038;7635;5856;6323;20016;7674;
323008;161906;30025;15684;22045;7713;5500;5977;20355;7879;
328376;164591;30094;15706;22414;8056;5859;6323;20325;7970;
325249;163028;30132;15728;21382;7785;5758;6085;20572;8062;
326944;163876;30176;15750;22362;8012;5391;5852;21407;8180;
331440;166124;30211;15772;21844;8038;6017;6510;20226;7748;
328961;164885;30258;15794;22167;8092;5480;6055;20770;7848;
325707;163259;30296;15816;21641;7961;5704;6217;20120;7749;
330356;165584;30357;15838;21852;7760;5709;6180;20032;7599;
326825;163819;30375;15860;22212;8418;5772;5912;21148;8174;
338301;169557;30434;15882;22476;8596;6125;6378;21048;8213;
331835;166325;30473;15904;21686;7822;6043;6510;19883;7608;
331637;166226;30517;15926;21751;7941;5652;5967;20390;7877;
332446;166631;30573;15948;22199;8113;5680;6085;20740;7826;
335255;168036;30604;15970;22518;8210;5921;6444;20538;7705;
334729;167774;30653;15992;22105;7808;5683;6249;21049;8032;
335622;168221;30694;16014;22441;8184;5829;6223;20749;8114;
338069;169445;30732;16036;22443;8240;5520;6107;20773;8063;
344036;172429;30787;16058;22487;7847;5888;6256;20796;7616;
337831;169327;30817;16080;22638;8207;5649;6330;20394;7697;
340078;170451;30861;16102;22916;8219;5485;6067;20967;7911;
336535;168680;30903;16124;21902;7786;6085;6562;21080;8159;
344867;172846;30940;16146;22255;8086;5967;6548;21092;7784;
341158;170992;30983;16168;22314;8238;6307;6649;20828;7585;
341995;171411;31022;16190;23035;8191;5833;6247;21163;7967;
339150;169989;31084;16212;22800;8515;5932;6250;20866;7944;
343097;171963;31134;16234;22925;8301;6114;6519;21090;8156;
341924;171377;31157;16256;22911;8490;5999;6338;21371;8188;
349174;175003;31199;16278;22073;8063;6205;6610;21896;8465;
351353;176093;31243;16300;22361;7830;6320;6757;20498;8008;
350568;175701;31283;16322;22677;8228;5910;6608;21446;8137;
350487;175661;31308;16344;22569;8206;5839;6208;22505;8684;
351486;176161;31377;16366;23117;8590;5804;6126;21031;8202;
352510;176673;31411;16388;22762;8534;6005;6378;21452;8275;
349722;175280;31457;16410;22437;8094;5840;6476;20598;7810;
357566;179202;31511;16432;22433;8345;5822;6477;21164;7791;
352366;176603;31522;16454;23411;8424;6040;6553;21749;8437;
353614;177227;31582;16476;22854;8473;6390;6534;21760;8205;
355165;178003;31635;16498;23157;8467;6136;6464;21757;8668;
357371;179107;31683;16520;23236;8624;5780;6169;21849;8147;
355605;178224;31720;16542;23220;8706;5785;6508;20972;8194;
359647;180246;31781;16564;22967;8461;6151;6496;21384;8253;
357492;179169;31796;16586;22739;8598;5756;6334;21701;8359;
360600;180723;31852;16608;22222;8041;6058;6512;22616;8562;
361374;181111;31880;16630;23494;8309;6062;6831;21984;8379;
363713;182281;31909;16652;22689;8301;6307;6455;21918;8629;
357648;179249;32000;16674;23297;8203;6286;6773;21692;8453;
362693;181772;32030;16696;23263;8261;6129;6683;21722;8234;
361638;181245;32033;16718;23631;8591;6113;6462;21418;8096;
362675;181764;32081;16740;23734;8598;6095;6544;21485;8378;
363933;182393;32136;16762;24399;9340;6295;6739;21279;8251;
371497;186176;32188;16784;24232;8859;6038;6429;21906;8689;
367603;184229;32206;16806;23825;8727;6233;6673;21344;8090;
371104;185980;32273;16828;24583;8884;6183;6644;21744;8141;
371670;186264;32319;16850;23367;8538;6199;6402;21868;8468;
364199;182529;32373;16872;23152;8416;6132;6472;21142;8274;
371580;186220;32415;16894;23454;8725;6143;6623;22202;8139;
373973;187417;32425;16916;24179;8841;6064;6480;22123;8772;
369355;185108;32490;16938;23406;8650;6264;6592;22339;8814;
372156;186509;32535;16960;23842;8499;6168;6407;22843;8840;
375307;188085;32590;16982;23789;9025;6237;6729;21975;8139;
374815;187840;32630;17004;24547;8935;6140;6485;21255;8089;
372848;186857;32651;17026;24162;8824;5982;6247;22195;8632;
380401;190634;32696;17048;24234;9204;6061;6613;21628;8125;
378690;189779;32743;17070;23739;8351;6359;6363;21986;8240;
380807;190838;32752;17092;24173;8808;6608;6742;22330;8446;
376823;188846;32835;17114;23441;8366;6217;6579;22112;8267;
381044;190957;32871;17136;22957;8264;6273;6629;22525;8290;
384802;192837;32901;17158;24212;9016;6134;6515;21859;8318;
375595;188234;32919;17180;24956;9423;6159;6552;22591;8478;
383765;192319;33005;17202;23476;8314;6098;6571;22052;8289;
381166;191020;33044;17224;23528;8481;6594;6666;22321;8369;
388435;194655;33082;17246;23774;8694;6111;6570;22609;8686;
383839;192358;33135;17268;23754;8578;6072;6804;22158;8394;
385319;193098;33170;17290;24338;8810;6517;6950;22293;8285;
384308;192593;33241;17312;24391;9264;6846;7372;22334;8610;
391935;196407;33245;17334;24326;8440;6373;6916;22413;8456;
385084;192982;33313;17356;24895;9088;6251;6696;22039;8432;
395379;198130;33340;17378;24873;8870;6205;6712;23357;9214;
389550;195216;33385;17400;23643;8682;6360;6687;22750;8298;
394159;197521;33415;17422;24929;8772;6127;6552;21944;8457;
395424;198154;33471;17444;24451;8564;6117;6676;22720;8383;
387817;194351;33493;17466;24909;8604;6230;6774;22891;8616;
400195;200541;33554;17488;24975;9504;6291;6875;22814;8635;
396109;198498;33614;17510;24647;9256;6407;6957;23357;8997;
398634;199761;33655;17532;24160;8710;6128;6731;23364;8876;
397716;199303;33682;17554;24445;8795;6317;6768;23080;8619;
392175;196533;33708;17576;25087;9611;6461;6960;23057;8818;
393566;197229;33777;17598;25054;9467;6467;6865;23146;8676;
398990;199941;33795;17620;24537;8802;6652;7112;22510;8569;
405439;203166;33864;17642;24567;8651;6558;7186;22694;8702;
399820;200357;33894;17664;25069;8628;6541;6848;23164;8532;
407027;203961;33923;17686;24769;9163;6440;6963;23514;8705;
401500;201198;33969;17708;24503;8811;6568;6755;22892;8677;
402515;201706;34011;17730;24292;8595;6348;6891;22285;8417;
402828;201863;34060;17752;24381;8814;6970;7271;23594;8909;
402644;201772;34109;17774;24712;9238;6455;6916;23437;9064;
406732;203816;34141;17796;24466;8666;6238;6970;22999;8926;
403797;202349;34198;17818;25173;8869;6848;7415;23271;9068;
413763;207333;34231;17840;25504;9334;6661;6827;22935;8894;
407776;204340;34294;17862;25657;9210;6543;6971;22655;8485;
410468;205686;34322;17884;25574;9445;7098;7278;22823;8623;
412704;206805;34367;17906;24558;8757;6570;7059;23694;9041;
417515;209211;34438;17928;25550;9475;6684;6914;23374;8737;
415635;208271;34470;17950;25591;9458;6534;7130;23620;9137;
415687;208298;34487;17972;26020;9596;6253;6755;23830;9192;
417336;209123;34557;17994;24482;8803;6417;7038;22801;8601;
415110;208010;34581;18016;24663;8912;6392;7119;23502;9172;
415035;207973;34633;18038;24310;8768;6767;7287;23433;8780;
415619;208266;34668;18060;25109;9205;6497;6812;23690;9340;
417394;209154;34703;18082;25216;9076;6705;7376;23894;9263;
419529;210222;34748;18104;25045;9226;6486;6826;23018;8758;
415137;208026;34790;18126;25370;8994;6540;7057;23958;8972;
425332;213124;34843;18148;26225;9920;6773;7074;22977;8377;
423048;211983;34905;18170;25806;9462;6769;7446;24089;9287;
422308;211613;34924;18192;25562;9512;6417;7084;23830;8870;
418023;209471;34965;18214;25996;9437;6595;7053;23482;9062;
427085;214003;35034;18236;25976;9200;6767;7206;23191;9034;
419838;210380;35077;18258;25520;9823;6360;6818;24228;9274;
425100;213011;35090;18280;26267;10158;6599;7115;23308;8936;
422368;211646;35131;18302;25787;9644;6490;7240;24179;9375;
430537;215731;35188;18324;26614;9573;6746;7415;24457;9372;
429885;215405;35222;18346;26240;9671;6736;7288;23885;9031;
438632;219779;35258;18368;26286;10194;6535;7000;23748;9024;
430096;215512;35319;18390;26899;9699;6905;7328;24357;9152;
