insertion (cmp);insertion (swp);merge (cmp);merge (swp);quick (cmp);quick (swp);dual pivot (cmp);dual pivot (swp);hybrid (cmp);hybrid (swp);n;insertion (cmp/n);merge (cmp/n);quick (cmp/n);dual pivot (cmp/n);hybrid (cmp/n);insertion (swp/n);merge (swp/n);quick (swp/n);dual pivot (swp/n);hybrid (swp/n);wpolczynnik QS;wspolczynnik DP QS
416398;208654;34579;18016;25426;9326;6494;7002;23500;8951;912;456,5767544;37,91557018;27,87938596;7,120614035;9,814692982;228,7872807;19,75438596;10,22587719;7,677631579;9,814692982;1,500354656;1,126472582
417280;209096;34631;18038;25489;9294;6600;6979;23675;9093;913;457,0427163;37,93099671;27,91785323;7,228915663;9,959474261;229,0208105;19,75684556;10,1796276;7,644030668;9,959474261;1,49332874;1,121362306
419674;210293;34671;18060;25128;9148;6717;7059;23439;8976;914;459,1619256;37,93326039;27,49234136;7,349015317;9,820568928;230,0798687;19,75929978;10,00875274;7,723194748;9,820568928;1,468026028;1,132793587
418876;209895;34713;18082;25616;9414;6532;7012;23376;8740;915;457,7879781;37,93770492;27,99562842;7,138797814;9,551912568;229,3934426;19,76174863;10,28852459;7,663387978;9,551912568;1,508819352;1,123841226
421006;210960;34760;18104;25626;9233;6750;7110;23626;9075;916;459,6135371;37,94759825;27,97598253;7,368995633;9,90720524;230,3056769;19,76419214;10,07969432;7,762008734;9,90720524;1,477957498;1,138121717
421517;211216;34801;18126;25637;9409;6733;7149;23569;9004;917;459,6695747;37,95092694;27,95747001;7,342420938;9,818974918;230,3336968;19,76663032;10,2606325;7,796074155;9,818974918;1,5042473;1,142933781
420120;210518;34844;18148;25505;9290;6610;7113;23633;9028;918;457,6470588;37,95642702;27,7832244;7,20043573;9,834422658;229,3224401;19,76906318;10,11982571;7,748366013;9,834422658;1,483367474;1,13575811
421723;211320;34883;18170;25472;9255;6619;7138;23642;8973;919;458,8933624;37,95756257;27,71708379;7,202393906;9,763873776;229,945593;19,77149075;10,07072905;7,767138194;9,763873776;1,47593533;1,13832808
425585;213252;34933;18192;25631;9301;6577;7101;23586;8942;920;462,5923913;37,97065217;27,85978261;7,148913043;9,719565217;231,7956522;19,77391304;10,10978261;7,718478261;9,719565217;1,481422779;1,131016359
424718;212819;34966;18214;25749;9333;6667;7115;23896;9107;921;461,1487514;37,96525516;27,95765472;7,238870793;9,888165038;231,0738328;19,77633008;10,13355049;7,725298588;9,888165038;1,484669229;1,13183559
425650;213285;35015;18236;25666;9348;6555;7077;23370;8864;922;461,659436;37,97722343;27,8373102;7,109544469;9,613882863;231,3286334;19,77874187;10,13882863;7,675704989;9,613882863;1,485206397;1,12439085
426940;213931;35056;18258;25621;9187;6655;7063;23451;8909;923;462,5568797;37,98049837;27,75839653;7,210184182;9,652221018;231,7778982;19,78114843;9,953412784;7,652221018;9,652221018;1,457813897;1,120772783
427029;213976;35095;18280;25853;9298;6753;7175;24051;9225;924;462,1525974;37,98160173;27,97943723;7,308441558;9,983766234;231,5757576;19,78354978;10,06277056;7,765151515;9,983766234;1,473597138;1,137132659
429069;214996;35144;18302;25734;9473;6612;7068;23570;8997;925;463,8583784;37,99351351;27,82054054;7,148108108;9,726486486;232,4281081;19,78594595;10,24108108;7,641081081;9,726486486;1,499471503;1,118786507
427902;214413;35189;18324;25832;9373;6732;7174;23983;9199;926;462,0971922;38,00107991;27,89632829;7,269978402;9,93412527;231,5475162;19,78833693;10,12203024;7,747300216;9,93412527;1,481805972;1,134159399
429905;215415;35226;18346;26114;9474;6655;7133;23891;9108;927;463,7594391;38;28,17044229;7,179072276;9,825242718;232,3786408;19,79072276;10,22006472;7,694714132;9,825242718;1,49592128;1,126283143
430681;215804;35267;18368;25979;9444;6696;7205;23928;9227;928;464,0959052;38,00323276;27,99461207;7,215517241;9,942887931;232,5474138;19,79310345;10,17672414;7,764008621;9,942887931;1,489342438;1,136246534
432223;216575;35315;18390;26229;9567;6607;7190;24300;9260;929;465,2561895;38,01399354;28,2335845;7,111948332;9,967707212;233,1270183;19,79547901;10,29817008;7,739504844;9,967707212;1,506878288;1,132481958
432946;216937;35358;18412;25840;9432;6816;7181;24164;9291;930;465,5333333;38,01935484;27,78494624;7,329032258;9,990322581;233,2655914;19,79784946;10,14193548;7,721505376;9,990322581;1,483783701;1,129670352
433894;217412;35392;18434;26275;9683;6741;7147;24277;9244;931;466,0515575;38,01503759;28,22234157;7,240601504;9,929108485;233,5252417;19,80021482;10,40064447;7,676691729;9,929108485;1,521394091;1,122937475
434825;217878;35446;18456;25947;9385;6752;7196;24110;9328;932;466,5504292;38,03218884;27,84012876;7,244635193;10,00858369;233,7746781;19,80257511;10,06974249;7,721030043;10,00858369;1,472758861;1,129245899
436700;218816;35486;18478;25922;9378;6692;7142;24338;9366;933;468,0600214;38,03429796;27,78349411;7,172561629;10,03858521;234,5294748;19,80493033;10,05144695;7,654876742;10,03858521;1,469852495;1,119395022
436342;218637;35525;18500;26230;9629;6762;7260;24294;9283;934;467,1755889;38,03533191;28,08351178;7,239828694;9,938972163;234,0867238;19,80728051;10,30942184;7,773019272;9,938972163;1,507340794;1,136493318
437550;219242;35576;18522;26041;9518;6786;7165;24210;9258;935;467,9679144;38,04919786;27,8513369;7,257754011;9,901604278;234,4834225;19,80962567;10,17967914;7,663101604;9,901604278;1,48813828;1,120246982
437354;219144;35615;18544;26145;9452;6747;7239;24096;9113;936;467,258547;38,05021368;27,93269231;7,208333333;9,736111111;234,1282051;19,81196581;10,0982906;7,733974359;9,736111111;1,47600967;1,13043102
439205;220070;35660;18566;26286;9650;6839;7357;24418;9466;937;468,7353255;38,05763074;28,05336179;7,298826041;10,10245464;234,8665955;19,81430096;10,29882604;7,851654216;10,10245464;1,505085887;1,147452526
440513;220725;35702;18588;26135;9582;6897;7283;24422;9423;938;469,630064;38,06183369;27,86247335;7,352878465;10,04584222;235,3144989;19,81663113;10,21535181;7,764392324;10,04584222;1,492654157;1,134523088
441509;221223;35748;18610;26129;9517;6799;7281;24220;9273;939;470,1906283;38,07028754;27,82641108;7,240681576;9,875399361;235,5942492;19,81895634;10,13525027;7,75399361;9,875399361;1,480719283;1,132827267
441670;221304;35786;18632;26448;9676;6761;7268;24306;9381;940;469,8617021;38,07021277;28,13617021;7,192553191;9,979787234;235,4297872;19,8212766;10,29361702;7,731914894;9,979787234;1,503622209;1,129426025
442831;221885;35828;18654;26371;9692;6683;7280;24377;9164;941;470,5961743;38,07438895;28,02444208;7,102019129;9,738575983;235,7970244;19,82359192;10,29968119;7,736450584;9,738575983;1,504274386;1,129913076
444105;222523;35879;18676;26247;9744;6810;7265;24397;9406;942;471,4490446;38,0881104;27,86305732;7,229299363;9,985138004;236,2239915;19,82590234;10,34394904;7,712314225;9,985138004;1,510505414;1,126213243
444433;222687;35917;18698;26224;9472;6780;7248;24430;9261;943;471,2969247;38,08801697;27,80911983;7,189819724;9,82078473;236,1474019;19,82820785;10,04453871;7,686108165;9,82078473;1,46655592;1,122212554
444299;222621;35953;18720;26402;9579;6892;7324;24562;9283;944;470,6557203;38,08580508;27,96822034;7,300847458;9,833686441;235,8273305;19,83050847;10,14724576;7,758474576;9,833686441;1,481322463;1,132603165
447257;224100;35998;18742;26344;9602;6847;7313;24143;9281;945;473,2878307;38,09312169;27,87724868;7,245502646;9,821164021;237,1428571;19,83280423;10,16084656;7,738624339;9,821164021;1,483078718;1,129530792
447224;224084;36043;18764;26508;9742;6830;7350;24358;9286;946;472,7526427;38,10042283;28,02114165;7,21987315;9,816067653;236,8752643;19,83509514;10,29809725;7,769556025;9,816067653;1,502879845;1,133870546
449375;225160;36092;18786;26438;9745;6973;7326;24544;9374;947;474,5248152;38,11193242;27,91763464;7,363252376;9,898627244;237,7613516;19,8373812;10,29039071;7,736008448;9,898627244;1,501523656;1,128800647
450224;225585;36133;18808;26571;9771;6870;7388;24779;9431;948;474,9198312;38,1149789;28,02848101;7,246835443;9,948312236;237,9588608;19,83966245;10,30696203;7,793248945;9,948312236;1,50371009;1,136977806
451344;226146;36171;18830;26256;9631;6934;7344;24891;9531;949;475,5995785;38,11485774;27,66701791;7,306638567;10,04320337;238,2992624;19,84193888;10,14857745;7,738672287;10,04320337;1,480375241;1,128841841
451636;226292;36217;18852;26504;9598;6829;7362;24562;9343;950;475,4063158;38,12315789;27,89894737;7,188421053;9,834736842;238,2021053;19,84421053;10,10315789;7,749473684;9,834736842;1,473523505;1,130243805
452109;226529;36254;18874;26821;9777;6832;7280;24755;9396;951;475,4037855;38,12197687;28,20294427;7,184016824;9,880126183;238,2008412;19,84647739;10,2807571;7,655099895;9,880126183;1,499195919;1,116308304
454043;227497;36296;18896;26765;9719;6889;7371;24802;9347;952;476,9359244;38,12605042;28,1144958;7,236344538;9,818277311;238,967437;19,8487395;10,20903361;7,742647059;9,818277311;1,488508684;1,128901894
454825;227888;36348;18918;26681;9777;6951;7438;24742;9489;953;477,2560336;38,1406086;27,99685205;7,293809024;9,956977964;239,1269675;19,85099685;10,25918153;7,804826863;9,956977964;1,495591469;1,137793735
455659;228306;36393;18940;26771;9745;7028;7476;24680;9352;954;477,629979;38,14779874;28,06184486;7,36687631;9,80293501;239,3144654;19,85324948;10,2148847;7,836477987;9,80293501;1,488906203;1,142233224
457238;229096;36427;18962;26744;9757;6883;7424;24898;9468;955;478,7832461;38,1434555;28,00418848;7,207329843;9,914136126;239,8910995;19,85549738;10,21675393;7,77382199;9,914136126;1,488951286;1,132927575
457457;229206;36468;18984;26749;9762;6896;7420;24680;9367;956;478,5115063;38,14644351;27,98012552;7,213389121;9,798117155;239,7552301;19,85774059;10,21129707;7,761506276;9,798117155;1,48792908;1,130960231
457673;229314;36512;19006;27134;10027;6923;7403;24913;9573;957;478,2371996;38,15256008;28,35318704;7,234064786;10,0031348;239,6175549;19,8599791;10,47753396;7,735632184;10,0031348;1,526490979;1,127018322
458540;229748;36555;19028;27036;9920;6998;7412;24917;9465;958;478,6430063;38,15762004;28,22129436;7,30480167;9,879958246;239,8204593;19,86221294;10,35490605;7,736951983;9,879958246;1,508395581;1,127039118
460270;230614;36603;19050;26899;9795;6884;7356;24987;9527;959;479,9478624;38,16788321;28,04900938;7,17831074;9,934306569;240,4734098;19,86444213;10,21376434;7,670490094;9,934306569;1,487609434;1,117187851
463152;232055;36653;19072;27077;9912;7121;7549;24937;9505;960;482,45;38,18020833;28,20520833;7,417708333;9,901041667;241,7239583;19,86666667;10,325;7,863541667;9,901041667;1,503582396;1,145131508
461668;231314;36693;19094;27123;9973;6997;7436;25028;9573;961;480,4037461;38,18210198;28,22372529;7,280957336;9,961498439;240,7013528;19,86888658;10,37773153;7,737773153;9,961498439;1,511032353;1,126645601
463682;232321;36730;19116;27140;9936;6953;7448;24898;9618;962;481,997921;38,18087318;28,21205821;7,227650728;9,997920998;241,497921;19,87110187;10,32848233;7,742203742;9,997920998;1,503633804;1,127120025
462443;231702;36773;19138;26964;9932;6923;7413;24893;9516;963;480,2107996;38,18587747;28;7,188992731;9,881619938;240,6043614;19,87331256;10,31360332;7,697819315;9,881619938;1,501240632;1,120489005
464930;232946;36819;19160;27020;9981;6912;7488;25097;9556;964;482,2925311;38,1939834;28,02904564;7,170124481;9,912863071;241,6452282;19,87551867;10,35373444;7,767634855;9,912863071;1,506854442;1,130480519
465296;233130;36858;19182;27075;9932;6993;7550;25126;9550;965;482,1720207;38,19481865;28,05699482;7,246632124;9,896373057;241,5854922;19,87772021;10,29222798;7,823834197;9,896373057;1,497676968;1,138487828
468261;234613;36903;19204;26953;9816;7062;7486;25086;9660;966;484,742236;38,20186335;27,90165631;7,310559006;10;242,8706004;19,87991718;10,16149068;7,749482402;10;1,478429866;1,127498571
467563;234264;36947;19226;27179;9940;6990;7499;25143;9613;967;483,5191313;38,20785936;28,10651499;7,228541882;9,941054809;242,2585315;19,88210962;10,27921406;7,754912099;9,941054809;1,495332739;1,128118733
467710;234338;36987;19248;27425;9982;6979;7515;25141;9472;968;483,1714876;38,20971074;28,33161157;7,209710744;9,785123967;242,0847107;19,88429752;10,31198347;7,763429752;9,785123967;1,499874236;1,129188026
469461;235214;37029;19270;27211;9951;7047;7517;25393;9610;969;484,4798762;38,21362229;28,08152735;7,27244582;9,91744066;242,7389061;19,88648091;10,26934985;7,75748194;9,91744066;1,493448904;1,128153493
471280;236124;37063;19292;27660;10117;7029;7483;25253;9634;970;485,8556701;38,20927835;28,51546392;7,246391753;9,931958763;243,4268041;19,88865979;10,42989691;7,71443299;9,931958763;1,516569419;1,121724717
471757;236363;37121;19314;27558;10086;7023;7500;25379;9711;971;485,8465499;38,22966014;28,38105046;7,232749743;10,00102987;243,4222451;19,89083419;10,38722966;7,723995881;10,00102987;1,510139088;1,122946972
471179;236075;37156;19336;27273;10101;7114;7512;25688;9888;972;484,7520576;38,22633745;28,05864198;7,318930041;10,17283951;242,8755144;19,89300412;10,39197531;7,728395062;10,17283951;1,51060297;1,123418425
473940;237456;37204;19358;27406;10040;7149;7638;25397;9639;973;487,0914697;38,23638232;28,16649538;7,347379239;9,90647482;244,045221;19,89516958;10,31860226;7,849948613;9,90647482;1,499713117;1,14091721
474912;237942;37248;19380;27435;9979;7027;7503;25339;9555;974;487,5893224;38,24229979;28,16735113;7,214579055;9,810061602;244,2936345;19,8973306;10,24537988;7,703285421;9,810061602;1,488848642;1,119433948
475094;238034;37285;19402;27263;10055;7093;7588;25496;9765;975;487,2758974;38,24102564;27,96205128;7,274871795;10,01538462;244,1374359;19,89948718;10,31282051;7,782564103;10,01538462;1,498425602;1,130786024
477810;239392;37331;19424;27601;9979;7161;7611;25408;9664;976;489,5594262;38,24897541;28,27971311;7,337090164;9,901639344;245,2786885;19,90163934;10,22438525;7,798155738;9,901639344;1,485354953;1,132882708
478512;239744;37378;19446;27830;10284;7163;7646;25551;9856;977;489,776868;38,25793245;28,48515865;7,331627431;10,08802456;245,3879222;19,9037871;10,52610031;7,825997953;10,08802456;1,52895936;1,136758389
478729;239853;37416;19468;27631;10212;7002;7579;25228;9725;978;489,497955;38,25766871;28,25255624;7,159509202;9,943762781;245,2484663;19,90593047;10,44171779;7,749488753;9,943762781;1,516477108;1,125477869
477650;239314;37463;19490;27434;10005;7149;7671;25309;9689;979;487,8958121;38,26659857;28,02247191;7,302349336;9,896833504;244,4473953;19,90806946;10,21961185;7,835546476;9,896833504;1,483999839;1,137807373
478795;239887;37507;19512;27596;10064;7245;7670;25552;9725;980;488,5663265;38,27244898;28,15918367;7,392857143;9,923469388;244,7826531;19,91020408;10,26938776;7,826530612;9,923469388;1,491006805;1,136329709
482356;241668;37550;19534;27316;9922;7319;7755;25881;9805;981;491,6982671;38,27726809;27,84505607;7,460754332;9,99490316;246,3486239;19,91233435;10,11416922;7,905198777;9,99490316;1,468253296;1,147581567
483144;242062;37592;19556;27495;10143;7128;7633;25597;9842;982;492;38,28105906;27,99898167;7,258655804;10,02240326;246,4989817;19,91446029;10,32892057;7,772912424;10,02240326;1,499206572;1,12821096
483466;242224;37637;19578;27626;10078;7172;7701;25551;9908;983;491,82706;38,2878942;28,10376399;7,296032553;10,07934893;246,4130214;19,91658189;10,25228891;7,834181078;10,07934893;1,487863951;1,136935929
484041;242512;37676;19600;27827;10224;7239;7748;25649;9734;984;491,9115854;38,28861789;28,27947154;7,356707317;9,892276423;246,4552846;19,91869919;10,3902439;7,87398374;9,892276423;1,507662206;1,142543698
485282;243133;37718;19622;27821;10127;7131;7646;25593;9628;985;492,6720812;38,29238579;28,24467005;7,239593909;9,774619289;246,835533;19,92081218;10,28121827;7,762436548;9,774619289;1,491622343;1,126191807
487040;244012;37764;19644;27811;10138;7207;7659;25518;9721;986;493,9553753;38,30020284;28,20588235;7,309330629;9,859026369;247,4766734;19,92292089;10,28194726;7,767748479;9,859026369;1,491508531;1,126796591
488928;244957;37813;19666;27692;10013;7329;7720;25753;9856;987;495,3677812;38,31104357;28,05673759;7,425531915;9,985815603;248,183384;19,92502533;10,14488349;7,821681864;9,985815603;1,471409571;1,134453399
487527;244257;37850;19688;27816;10190;7269;7722;25587;9730;988;493,4483806;38,3097166;28,15384615;7,357287449;9,848178138;247,2236842;19,92712551;10,31376518;7,815789474;9,848178138;1,495684421;1,133432296
489480;245234;37896;19710;27668;10019;7184;7653;25826;9906;989;494,9241658;38,31749242;27,97573306;7,263902932;10,01617796;247,9615774;19,92922144;10,13043478;7,738119312;10,01617796;1,46888267;1,122004099
489588;245288;37934;19732;28145;10358;7188;7656;25880;9894;990;494,5333333;38,31717172;28,42929293;7,260606061;9,993939394;247,7656566;19,93131313;10,46262626;7,733333333;9,993939394;1,516827169;1,121145859
492072;246531;37981;19754;28062;10294;7296;7807;26039;9961;991;496,5408678;38,3259334;28,31685166;7,362260343;10,05146317;248,7699294;19,93340061;10,38748739;7,87790111;10,05146317;1,505713468;1,141937541
490256;245623;38020;19776;27927;10128;7260;7657;26037;10097;992;494,2096774;38,3266129;28,15221774;7,318548387;10,17842742;247,6038306;19,93548387;10,20967742;7,71875;10,17842742;1,479722774;1,118704313
493365;247178;38064;19798;27969;10177;7236;7658;26108;9962;993;496,8429003;38,33232628;28,16616314;7,287009063;10,03222558;248,9204431;19,93756294;10,24874119;7,711983887;10,03222558;1,485167541;1,117560482
493580;247286;38103;19820;28120;10354;7226;7742;26033;9845;994;496,5593561;38,33299799;28,28973843;7,269617706;9,904426559;248,778672;19,93963783;10,41649899;7,788732394;9,904426559;1,509257551;1,12851767
495975;248484;38146;19842;28183;10400;7170;7617;25860;9905;995;498,4673367;38,33768844;28,32462312;7,206030151;9,954773869;249,7326633;19,94170854;10,45226131;7,655276382;9,954773869;1,51421858;1,109019512
496872;248933;38190;19864;28122;10196;7270;7805;26003;9971;996;498,8674699;38,34337349;28,23493976;7,299196787;10,01104418;249,9327309;19,9437751;10,23694779;7,836345382;10,01104418;1,482810336;1,135085786
497090;249043;38233;19886;28216;10334;7376;7811;26147;10027;997;498,5857573;38,34804413;28,30090271;7,398194584;10,05717151;249,7923771;19,94583751;10,36509529;7,834503511;10,05717151;1,501154152;1,134654062
498377;249687;38274;19908;27951;10060;7304;7810;26171;10060;998;499,3757515;38,3507014;28,00701403;7,318637275;10,08016032;250,1873747;19,94789579;10,08016032;7,825651303;10,08016032;1,459675711;1,133207485
500666;250832;38322;19930;28272;10551;7205;7732;26324;10093;999;501,1671672;38,36036036;28,3003003;7,212212212;10,1031031;251,0830831;19,94994995;10,56156156;7,73973974;10,1031031;1,529164115;1,120604392
