insertion (cmp);insertion (swp);merge (cmp);merge (swp);quick (cmp);quick (swp);dual pivot (cmp);dual pivot (swp);hybrid (cmp);hybrid (swp);n;insertion (cmp/n);merge (cmp/n);quick (cmp/n);dual pivot (cmp/n);hybrid (cmp/n);insertion (swp/n);merge (swp/n);quick (swp/n);dual pivot (swp/n);hybrid (swp/n);wpolczynnik QS;wspolczynnik DP QS
139208;69867;18280;9546;13182;4719;3402;3695;12293;4702;527;264,1518027;34,68690702;25,01328273;6,45540797;8,922201139;132,5749526;18,11385199;8,954459203;7,011385199;8,922201139;1,428781341;1,118742754
139309;69918;18321;9568;13214;4833;3443;3705;12128;4614;528;263,842803;34,69886364;25,02651515;6,520833333;8,738636364;132,4204545;18,12121212;9,153409091;7,017045455;8,738636364;1,460084305;1,119307335
140447;70487;18363;9590;13260;4771;3404;3717;12267;4682;529;265,4952741;34,71266541;25,06616257;6,434782609;8,850661626;133,2457467;18,12854442;9,018903592;7,026465028;8,850661626;1,438194902;1,120471694
139899;70214;18402;9612;13301;4830;3429;3747;12194;4691;530;263,9603774;34,72075472;25,09622642;6,469811321;8,850943396;132,4792453;18,13584906;9,113207547;7,069811321;8,850943396;1,45279551;1,127044467
141965;71247;18446;9634;13327;4849;3424;3706;12192;4681;531;267,354049;34,73822976;25,09792844;6,448210923;8,815442561;134,1751412;18,14312618;9,131826742;6,979284369;8,815442561;1,455326387;1,112278736
141586;71058;18491;9656;13331;4744;3477;3780;12283;4677;532;266,1390977;34,7575188;25,05827068;6,535714286;8,791353383;133,5676692;18,15037594;8,917293233;7,105263158;8,791353383;1,420710488;1,132016367
142414;71473;18533;9678;13420;4870;3521;3842;12314;4665;533;267,1932458;34,77110694;25,1782364;6,606003752;8,752345216;134,0956848;18,1575985;9,1369606;7,208255159;8,752345216;1,455272664;1,148081638
143094;71813;18572;9700;13357;4831;3457;3764;12362;4664;534;267,9662921;34,77902622;25,01310861;6,473782772;8,734082397;134,4812734;18,16479401;9,046816479;7,048689139;8,734082397;1,440485076;1,122331987
143372;71953;18609;9722;13505;4908;3470;3790;12310;4647;535;267,9850467;34,78317757;25,24299065;6,485981308;8,685981308;134,4915888;18,17196262;9,173831776;7,08411215;8,685981308;1,460274157;1,127636319
144063;72299;18651;9744;13418;4855;3568;3848;12292;4691;536;268,7742537;34,79664179;25,03358209;6,656716418;8,751865672;134,886194;18,17910448;9,057835821;7,179104478;8,751865672;1,441381675;1,142417443
144119;72327;18699;9766;13600;4945;3452;3790;12478;4714;537;268,3780261;34,82122905;25,32588454;6,4283054;8,77839851;134,6871508;18,18621974;9,208566108;7,057728119;8,77839851;1,46493301;1,122769688
144853;72695;18738;9788;13480;4898;3526;3793;12256;4685;538;269,2434944;34,82899628;25,05576208;6,553903346;8,708178439;135,1208178;18,19330855;9,104089219;7,050185874;8,708178439;1,447883907;1,121237987
144936;72737;18783;9810;13678;4918;3539;3791;12640;4857;539;268,8979592;34,84786642;25,37662338;6,565862709;9,011131725;134,9480519;18,20037106;9,124304267;7,033395176;9,011131725;1,45067041;1,118237398
146320;73429;18820;9832;13792;4999;3544;3836;12536;4868;540;270,962963;34,85185185;25,54074074;6,562962963;9,014814815;135,9796296;18,20740741;9,257407407;7,103703704;9,014814815;1,47139882;1,129082991
146791;73665;18864;9854;13691;4947;3600;3873;12619;4780;541;271,3327172;34,86876155;25,30683919;6,654343808;8,835489834;136,1645102;18,21441774;9,144177449;7,15896488;8,835489834;1,452974455;1,137531851
146318;73429;18910;9876;13707;4972;3602;3845;12477;4764;542;269,9594096;34,88929889;25,2896679;6,645756458;8,789667897;135,4778598;18,22140221;9,173431734;7,094095941;8,789667897;1,457195253;1,126893755
147878;74210;18953;9898;13731;4946;3532;3851;12479;4831;543;272,335175;34,90423573;25,28729282;6,504604052;8,896869245;136,6666667;18,22836096;9,108655617;7,092081031;8,896869245;1,446482053;1,126243911
148290;74416;18990;9920;13764;4912;3563;3800;12590;4758;544;272,5919118;34,90808824;25,30147059;6,549632353;8,746323529;136,7941176;18,23529412;9,029411765;6,985294118;8,746323529;1,433479047;1,108961804
149123;74833;19037;9942;13902;5042;3493;3834;12723;4745;545;273,6201835;34,93027523;25,50825688;6,409174312;8,706422018;137,3082569;18,24220183;9,251376147;7,034862385;8,706422018;1,468289266;1,116505562
149899;75222;19071;9964;13856;5006;3574;3864;12733;4883;546;274,540293;34,92857143;25,37728938;6,545787546;8,943223443;137,7692308;18,24908425;9,168498168;7,076923077;8,943223443;1,45471243;1,122854341
150502;75524;19116;9986;13768;4904;3533;3872;12541;4704;547;275,1407678;34,94698355;25,17001828;6,458866545;8,599634369;138,0694698;18,2559415;8,965265082;7,078610603;8,599634369;1,422053753;1,122796112
150705;75626;19158;10008;13876;4992;3562;3873;12759;4822;548;275,0091241;34,95985401;25,32116788;6,5;8,799270073;138,0036496;18,26277372;9,109489051;7,067518248;8,799270073;1,444511798;1,120711978
150604;75576;19196;10030;13900;5003;3648;3965;12775;4875;549;274,3242259;34,96539162;25,31876138;6,644808743;8,879781421;137,6612022;18,26958106;9,112932605;7,222222222;8,879781421;1,444640202;1,144912732
150947;75748;19245;10052;13962;5093;3665;3955;12666;4832;550;274,4490909;34,99090909;25,38545455;6,663636364;8,785454545;137,7236364;18,27636364;9,26;7,190909091;8,785454545;1,467530892;1,139620004
151655;76102;19280;10074;14117;5145;3643;3923;12672;4821;551;275,2359347;34,99092559;25,62068966;6,611615245;8,749546279;138,1161525;18,2831216;9,337568058;7,119782214;8,749546279;1,479398032;1,128023028
152611;76581;19322;10096;13973;5077;3599;3913;12738;4808;552;276,4692029;35,00362319;25,3134058;6,519927536;8,710144928;138,7336957;18,28985507;9,197463768;7,088768116;8,710144928;1,456782098;1,122786754
152397;76474;19370;10118;13967;5042;3692;3982;13005;5013;553;275,5822785;35,02712477;25,25678119;6,676311031;9,065099458;138,2893309;18,2965642;9,117540687;7,200723327;9,065099458;1,443709238;1,140192421
153312;76932;19406;10140;13997;5030;3633;3936;12791;4829;554;276,7364621;35,02888087;25,26534296;6,557761733;8,716606498;138,866426;18,3032491;9,079422383;7,104693141;8,716606498;1,437262258;1,12466486
154106;77330;19446;10162;14084;5082;3689;3993;13062;4976;555;277,6684685;35,03783784;25,37657658;6,646846847;8,965765766;139,3333333;18,30990991;9,156756757;7,194594595;8,965765766;1,449090515;1,138571119
154457;77506;19488;10184;14341;5238;3660;3983;12898;4904;556;277,8003597;35,05035971;25,79316547;6,582733813;8,820143885;139,3992806;18,31654676;9,420863309;7,163669065;8,820143885;1,49046174;1,133354164
155138;77847;19531;10206;14140;5126;3717;3968;12756;4831;557;278,524237;35,06463196;25,38599641;6,673249551;8,673249551;139,7612208;18,32315978;9,202872531;7,123877917;8,673249551;1,455559916;1,126738538
155698;78127;19577;10228;14122;5121;3698;3999;12978;5024;558;279,0286738;35,08422939;25,30824373;6,627240143;9,003584229;140,0125448;18,3297491;9,177419355;7,166666667;9,003584229;1,451122463;1,133184677
156124;78341;19619;10250;14279;5123;3650;3978;13003;4965;559;279,2915921;35,09660107;25,54382826;6,529516995;8,881932021;140,1449016;18,33631485;9,164579606;7,11627907;8,881932021;1,448682116;1,124898977
156694;78626;19663;10272;14214;5072;3665;3931;13168;5037;560;279,8107143;35,1125;25,38214286;6,544642857;8,994642857;140,4035714;18,34285714;9,057142857;7,019642857;8,994642857;1,431294775;1,10930989
158489;79524;19699;10294;14269;5057;3724;4082;13171;5064;561;282,5115865;35,114082;25,43493761;6,638146168;9,026737968;141,7540107;18,34937611;9,01426025;7,276292335;9,026737968;1,424116542;1,149543944
158345;79453;19743;10316;14291;5137;3675;3973;13171;5035;562;281,752669;35,12989324;25,42882562;6,539145907;8,959074733;141,3754448;18,35587189;9,140569395;7,069395018;8,959074733;1,443665281;1,11654315
158626;79594;19782;10338;14570;5252;3732;4037;13097;4999;563;281,7513321;35,13676732;25,87921847;6,628774423;8,879218472;141,374778;18,36234458;9,328596803;7,170515098;8,879218472;1,472948828;1,132196195
158656;79609;19826;10360;14335;5258;3751;4040;13237;5043;564;281,3049645;35,15248227;25,41666667;6,65070922;8,941489362;141,1507092;18,36879433;9,322695035;7,163120567;8,941489362;1,471604609;1,130711796
160237;80400;19866;10382;14286;5155;3710;4016;13154;5070;565;283,6053097;35,16106195;25,28495575;6,566371681;8,973451327;142,300885;18,37522124;9,123893805;7,107964602;8,973451327;1,439820849;1,121691664
160065;80315;19912;10404;14528;5291;3722;4084;13328;5070;566;282,8003534;35,18021201;25,66784452;6,575971731;8,957597173;141,8992933;18,38162544;9,348056537;7,215547703;8,957597173;1,474783907;1,138351441
160308;80437;19952;10426;14397;5281;3714;4056;13326;5086;567;282,7301587;35,18871252;25,39153439;6,55026455;8,970017637;141,8641975;18,38800705;9,313932981;7,153439153;8,970017637;1,468991351;1,128238765
161487;81027;19999;10448;14502;5190;3769;4059;13374;5060;568;284,3080986;35,20950704;25,53169014;6,63556338;8,908450704;142,653169;18,3943662;9,137323944;7,146126761;8,908450704;1,440736205;1,126772304
161764;81166;20039;10470;14347;5221;3807;4078;13316;5053;569;284,2952548;35,21792619;25,21441125;6,690685413;8,880492091;142,6467487;18,40070299;9,175746924;7,166959578;8,880492091;1,446393421;1,129743798
162460;81514;20082;10492;14479;5177;3754;4114;13466;5111;570;285,0175439;35,23157895;25,40175439;6,585964912;8,966666667;143,0070175;18,40701754;9,08245614;7,21754386;8,966666667;1,431291619;1,137402689
163242;81906;20117;10514;14613;5340;3680;4051;13491;5247;571;285,8879159;35,23117338;25,59194396;6,444833625;9,189141856;143,4430823;18,41330998;9,352014011;7,094570928;9,189141856;1,473363883;1,117714811
163937;82254;20166;10536;14655;5269;3897;4151;13335;5066;572;286,6031469;35,25524476;25,62062937;6,812937063;8,856643357;143,8006993;18,41958042;9,211538462;7,256993007;8,856643357;1,450832699;1,142988524
165173;82872;20199;10558;14534;5234;3736;4090;13422;5116;573;288,2600349;35,2513089;25,36474695;6,520069808;8,928446771;144,6282723;18,42582897;9,134380454;7,137870855;8,928446771;1,438284495;1,123917383
165540;83056;20245;10580;14623;5295;3774;4111;13410;5088;574;288,3972125;35,27003484;25,47560976;6,574912892;8,864111498;144,6968641;18,43205575;9,224738676;7,162020906;8,864111498;1,452113464;1,127410472
165369;82971;20283;10602;14560;5292;3779;4109;13611;5169;575;287,5982609;35,27478261;25,32173913;6,572173913;8,989565217;144,2973913;18,43826087;9,203478261;7,146086957;8,989565217;1,448369894;1,124594084
165572;83073;20331;10624;14578;5283;3761;4113;13609;5301;576;287,4513889;35,296875;25,30902778;6,529513889;9,203125;144,2239583;18,44444444;9,171875;7,140625;9,203125;1,443001832;1,123427321
166585;83580;20370;10646;14618;5312;3817;4145;13558;5118;577;288,7088388;35,30329289;25,33448873;6,6152513;8,870017331;144,8526863;18,45060659;9,206239168;7,183708839;8,870017331;1,448013144;1,129897304
167985;84281;20413;10668;14795;5282;3814;4125;13759;5296;578;290,6314879;35,316609;25,59688581;6,598615917;9,162629758;145,8148789;18,4567474;9,138408304;7,136678201;9,162629758;1,43695293;1,122194403
167943;84260;20456;10690;14923;5384;3828;4177;13737;5156;579;290,0569948;35,3298791;25,77374784;6,611398964;8,905008636;145,5267703;18,46286701;9,298791019;7,214162349;8,905008636;1,4617747;1,134070008
168849;84714;20492;10712;14725;5399;3811;4185;13555;5193;580;291,1189655;35,33103448;25,38793103;6,570689655;8,953448276;146,0586207;18,46896552;9,30862069;7,215517241;8,953448276;1,462923083;1,133975385
169179;84879;20537;10734;14976;5440;3778;4078;13793;5243;581;291,1858864;35,34767642;25,77624785;6,502581756;9,024096386;146,091222;18,47504303;9,363166954;7,018932874;9,024096386;1,47109719;1,102782048
169435;85008;20578;10756;14930;5321;3897;4179;13492;5076;582;291,1254296;35,35738832;25,65292096;6,695876289;8,721649485;146,0618557;18,48109966;9,142611684;7,180412371;8,721649485;1,436056565;1,127848221
169775;85178;20625;10778;15081;5609;3924;4204;13598;5092;583;291,2092624;35,37735849;25,86792453;6,730703259;8,734133791;146,102916;18,48713551;9,620926244;7,210977702;8,734133791;1,510779436;1,132343867
170787;85685;20666;10800;15036;5461;3918;4195;13660;5153;584;292,4434932;35,3869863;25,74657534;6,70890411;8,823630137;146,7208904;18,49315068;9,351027397;7,183219178;8,823630137;1,468002002;1,12768145
170581;85582;20705;10822;14880;5355;3879;4218;13721;5242;585;291,591453;35,39316239;25,43589744;6,630769231;8,960683761;146,2940171;18,4991453;9,153846154;7,21025641;8,960683761;1,436660985;1,131622042
172022;86303;20748;10844;14986;5371;3934;4192;13761;5264;586;293,552901;35,40614334;25,57337884;6,71331058;8,982935154;147,274744;18,50511945;9,16552901;7,153583618;8,982935154;1,438109072;1,122426593
172177;86381;20788;10866;15079;5479;3923;4210;13556;5157;587;293,3168654;35,41396934;25,68824532;6,683134583;8,785349233;147,1567291;18,51107325;9,333901193;7,172061329;8,785349233;1,464135663;1,125024848
172950;86768;20839;10888;15176;5550;3960;4213;13810;5186;588;294,1326531;35,44047619;25,80952381;6,734693878;8,819727891;147,5646259;18,5170068;9,43877551;7,164965986;8,819727891;1,480191262;1,123611854
174127;87357;20875;10910;15241;5466;3860;4216;13918;5311;589;295,6315789;35,44142615;25,87606112;6,553480475;9,016977929;148,3140917;18,5229202;9,280135823;7,157894737;9,016977929;1,454925644;1,1222039
174573;87581;20920;10932;15220;5525;3892;4238;13917;5268;590;295,8864407;35,45762712;25,79661017;6,596610169;8,928813559;148,4423729;18,52881356;9,36440678;7,183050847;8,928813559;1,467747167;1,125848415
173917;87253;20959;10954;15137;5431;3933;4241;13846;5212;591;294,2758037;35,46362098;25,61252115;6,654822335;8,818950931;147,6362098;18,53468697;9,189509306;7,175972927;8,818950931;1,439952089;1,124440584
175219;87905;21001;10976;15289;5436;3942;4260;13869;5313;592;295,9780405;35,47466216;25,82601351;6,658783784;8,974662162;148,4881757;18,54054054;9,182432432;7,195945946;8,974662162;1,438462111;1,127271633
175745;88168;21048;10998;15412;5625;3927;4284;14126;5438;593;296,3659359;35,49409781;25,98988196;6,622259696;9,170320405;148,6812816;18,54637437;9,485666105;7,224283305;9,170320405;1,485572014;1,131411646
177002;88797;21089;11020;15316;5583;3965;4324;14020;5279;594;297,983165;35,503367;25,78451178;6,675084175;8,887205387;149,489899;18,55218855;9,398989899;7,279461279;8,887205387;1,471609127;1,139752439
177435;89014;21126;11042;15090;5436;3915;4235;14018;5355;595;298,210084;35,50588235;25,36134454;6,579831933;9;149,6033613;18,55798319;9,136134454;7,117647059;9;1,430076957;1,114123604
177646;89120;21169;11064;15391;5647;3964;4283;14069;5422;596;298,0637584;35,51845638;25,8238255;6,651006711;9,097315436;149,5302013;18,56375839;9,474832215;7,186241611;9,097315436;1,482703502;1,124565096
178814;89705;21212;11086;15401;5612;3997;4350;14144;5374;597;299,520938;35,53098827;25,79731993;6,695142379;9,001675042;150,2596315;18,56951424;9,400335008;7,286432161;9,001675042;1,470659716;1,139944719
179672;90134;21255;11108;15205;5584;3962;4312;13977;5267;598;300,4548495;35,54347826;25,4264214;6,62541806;8,807692308;150,7257525;18,57525084;9,337792642;7,210702341;8,807692308;1,460492703;1,127801672
180028;90313;21297;11130;15331;5560;3946;4288;14127;5344;599;300,5475793;35,5542571;25,59432387;6,587646077;8,921535893;150,7729549;18,58096828;9,282136895;7,158597663;8,921535893;1,451408477;1,119359631
179428;90013;21336;11152;15381;5582;3994;4304;14155;5367;600;299,0466667;35,56;25,635;6,656666667;8,945;150,0216667;18,58666667;9,303333333;7,173333333;8,945;1,454343542;1,121371302
180831;90715;21379;11174;15629;5692;4046;4322;14384;5528;601;300,8835275;35,57237937;26,00499168;6,732113145;9,198003328;150,9400998;18,59234609;9,470881864;7,191347754;9,198003328;1,480150246;1,123894828
181402;91001;21424;11196;15497;5659;4021;4345;14270;5410;602;301,3322259;35,58803987;25,74252492;6,679401993;8,986710963;151,1644518;18,59800664;9,400332226;7,217607973;8,986710963;1,468742829;1,127705883
181499;91050;21463;11218;15808;5767;4020;4326;14505;5558;603;300,9933665;35,59369818;26,21558872;6,666666667;9,217247098;150,9950249;18,60364842;9,56384743;7,174129353;9,217247098;1,493903644;1,120622016
183503;92053;21498;11240;15414;5576;4065;4382;14402;5465;604;303,8129139;35,59271523;25,51986755;6,73013245;9,048013245;152,4056291;18,60927152;9,231788079;7,254966887;9,048013245;1,441661765;1,132955856
182632;91618;21540;11262;15650;5756;3993;4375;14381;5382;605;301,8710744;35,60330579;25,8677686;6,6;8,895867769;151,4347107;18,61487603;9,514049587;7,231404959;8,895867769;1,485356791;1,128984705
184112;92358;21592;11284;15556;5631;4096;4380;14260;5430;606;303,8151815;35,63036304;25,669967;6,759075908;8,96039604;152,4059406;18,62046205;9,292079208;7,227722772;8,96039604;1,450328276;1,128118958
184376;92491;21629;11306;15629;5675;3978;4344;14302;5475;607;303,7495881;35,63261944;25,74794069;6,55354201;9,019769357;152,3739703;18,62602965;9,349258649;7,156507414;9,019769357;1,458877529;1,116716121
184875;92741;21670;11328;15768;5655;4070;4372;14491;5531;608;304,0707237;35,64144737;25,93421053;6,694078947;9,097039474;152,5345395;18,63157895;9,300986842;7,190789474;9,097039474;1,450972401;1,121777425
184944;92776;21716;11350;15895;5722;4198;4465;14494;5533;609;303,6847291;35,65845649;26,1001642;6,893267652;9,085385878;152,3415435;18,63711002;9,395730706;7,331691297;9,085385878;1,465376951;1,143465237
187393;94001;21748;11372;15643;5641;4076;4386;14495;5488;610;307,2016393;35,65245902;25,6442623;6,681967213;8,996721311;154,1;18,64262295;9,247540984;7,190163934;8,996721311;1,441896026;1,121105472
186629;93619;21798;11394;15895;5738;4083;4396;14569;5536;611;305,4484452;35,67594108;26,01472995;6,682487725;9,060556465;153,2225859;18,64811784;9,391162029;7,194762684;9,060556465;1,463915836;1,121536078
187362;93986;21840;11416;15767;5781;4120;4410;14678;5543;612;306,1470588;35,68627451;25,7630719;6,732026144;9,057189542;153,5718954;18,65359477;9,446078431;7,205882353;9,057189542;1,472101066;1,122983169
188367;94489;21885;11438;15840;5813;4121;4459;14588;5493;613;307,2871126;35,70146819;25,84013051;6,722675367;8,960848287;154,141925;18,65905383;9,482871126;7,27406199;8,960848287;1,477459013;1,1333201
189187;94900;21919;11460;15800;5721;4110;4491;14753;5574;614;308,1221498;35,69869707;25,73289902;6,693811075;9,078175896;154,5602606;18,66449511;9,317589577;7,314332248;9,078175896;1,451339087;1,139304988
189222;94918;21969;11482;15973;5864;4121;4494;14616;5588;615;307,6780488;35,72195122;25,97235772;6,700813008;9,086178862;154,3382114;18,6699187;9,53495935;7,307317073;9,086178862;1,484820961;1,13792384
190081;95348;22007;11504;15999;5875;4188;4471;14713;5663;616;308,5730519;35,72564935;25,9724026;6,798701299;9,193181818;154,7857143;18,67532468;9,537337662;7,258116883;9,193181818;1,484815657;1,129976307
190949;95782;22051;11526;16007;5769;4177;4538;14838;5618;617;309,4797407;35,73905997;25,94327391;6,769854133;9,10534846;155,2382496;18,68071313;9,350081037;7,354943274;9,10534846;1,455295198;1,144761589
191147;95882;22093;11548;15940;5729;4176;4487;14740;5629;618;309,2993528;35,74919094;25,79288026;6,757281553;9,108414239;155,1488673;18,68608414;9,270226537;7,260517799;9,108414239;1,442502636;1,129779949
192083;96350;22135;11570;16049;5746;4134;4443;14634;5561;619;310,3117932;35,75928918;25,9273021;6,678513732;8,983844911;155,6542811;18,6914378;9,282714055;7,177705977;8,983844911;1,444082457;1,11661301
192155;96387;22180;11592;15817;5724;4067;4414;14754;5562;620;309,9274194;35,77419355;25,51129032;6,559677419;8,970967742;155,4629032;18,69677419;9,232258065;7,119354839;8,970967742;1,435872606;1,107257457
193077;96848;22219;11614;16177;5820;4230;4514;14812;5622;621;310,9130435;35,77938808;26,04991948;6,811594203;9,053140097;155,9549114;18,7020934;9,371980676;7,268921095;9,053140097;1,457238098;1,130235872
194548;97584;22263;11636;16171;5818;4160;4449;14822;5699;622;312,778135;35,7926045;25,99839228;6,688102894;9,162379421;156,8874598;18,7073955;9,353697749;7,152733119;9,162379421;1,454031534;1,111891766
193163;96892;22302;11658;16054;5854;4239;4525;14988;5709;623;310,0529695;35,79775281;25,76886035;6,804173355;9,163723917;155,5248796;18,71268058;9,3964687;7,263242376;9,163723917;1,460315606;1,128788541
195086;97854;22342;11680;16073;5875;4244;4546;14855;5697;624;312,6378205;35,80448718;25,75801282;6,801282051;9,129807692;156,8173077;18,71794872;9,415064103;7,28525641;9,129807692;1,462840916;1,131927626
196691;98657;22378;11702;16277;5800;4228;4565;14880;5717;625;314,7056;35,8048;26,0432;6,7648;9,1472;157,8512;18,7232;9,28;7,304;9,1472;1,441497048;1,134557591
195468;98046;22429;11724;16330;5965;4241;4520;14919;5606;626;312,2492013;35,82907348;26,08626198;6,774760383;8,955271565;156,6230032;18,7284345;9,528753994;7,220447284;8,955271565;1,479769456;1,121300577
196246;98436;22466;11746;16327;5912;4178;4506;15053;5729;627;312,9920255;35,83094099;26,03987241;6,663476874;9,137161085;156,9952153;18,73365231;9,429027113;7,186602871;9,137161085;1,46391948;1,115768129
197491;99059;22510;11768;16481;6005;4169;4510;15195;5834;628;314,4761146;35,84394904;26,24363057;6,638535032;9,289808917;157,7372611;18,7388535;9,562101911;7,181528662;9,289808917;1,484213007;1,114704523
197787;99207;22552;11790;16246;5901;4349;4653;15248;5896;629;314,4467409;35,85373609;25,82829889;6,914149444;9,373608903;157,7217806;18,74403816;9,381558029;7,39745628;9,373608903;1,455829755;1,147936934
197787;99208;22597;11812;16431;5938;4296;4654;15037;5668;630;313,947619;35,86825397;26,08095238;6,819047619;8,996825397;157,4730159;18,74920635;9,425396825;7,387301587;8,996825397;1,462272188;1,146078606
199282;99956;22637;11834;16305;5847;4209;4570;15206;5785;631;315,8193344;35,8748019;25,83993661;6,670364501;9,167987322;158,4088748;18,75435816;9,266244057;7,242472266;9,167987322;1,437227309;1,123333129
199688;100159;22683;11856;16349;5886;4178;4592;15314;5880;632;315,9620253;35,89082278;25,86867089;6,610759494;9,303797468;158,4794304;18,75949367;9,313291139;7,265822785;9,303797468;1,444169774;1,126678152
200255;100443;22726;11878;16574;6016;4185;4526;15060;5771;633;316,3586098;35,90205371;26,18325434;6,611374408;9,116903633;158,6777251;18,76461295;9,503949447;7,150078989;9,116903633;1,473373076;1,108458534
201533;101083;22766;11900;16442;6019;4325;4637;15204;5863;634;317,8753943;35,90851735;25,93375394;6,821766562;9,247634069;159,4369085;18,76971609;9,493690852;7,313880126;9,247634069;1,471422632;1,133574804
202213;101423;22805;11922;16503;5984;4331;4719;15248;5807;635;318,4456693;35,91338583;25,98897638;6,820472441;9,14488189;159,7212598;18,77480315;9,423622047;7,431496063;9,14488189;1,460206016;1,151522759
202587;101611;22848;11944;16656;6036;4296;4663;15074;5767;636;318,5330189;35,9245283;26,18867925;6,754716981;9,067610063;159,7657233;18,77987421;9,490566038;7,331761006;9,067610063;1,470220621;1,135791709
203619;102127;22889;11966;16567;6014;4240;4637;15318;5884;637;319,6530612;35,93249608;26,00784929;6,656200942;9,237048666;160,3249608;18,78492936;9,441130298;7,279434851;9,237048666;1,46220646;1,127411266
203745;102191;22934;11988;16623;5943;4297;4643;15120;5751;638;319,3495298;35,94670846;26,05485893;6,735109718;9,014106583;160,1739812;18,78996865;9,315047022;7,277429467;9,014106583;1,442328756;1,126826925
205434;103036;22971;12010;16708;6043;4281;4603;15509;5874;639;321,4929577;35,94835681;26,14710485;6,699530516;9,192488263;161,2456964;18,79499218;9,456964006;7,203442879;9,192488263;1,463947969;1,11510053
204638;102638;23017;12032;16699;5985;4368;4697;15472;5947;640;319,746875;35,9640625;26,0921875;6,825;9,2921875;160,371875;18,8;9,3515625;7,3390625;9,2921875;1,447281368;1,135819647
204920;102780;23059;12054;16730;6062;4263;4682;15441;5890;641;319,6879875;35,97347894;26,09984399;6,650546022;9,188767551;160,3432137;18,8049922;9,457098284;7,304212168;9,188767551;1,463260898;1,130153006
206103;103372;23104;12076;16800;6060;4300;4615;15467;5859;642;321,0327103;35,98753894;26,1682243;6,697819315;9,126168224;161,0155763;18,80996885;9,439252336;7,18847352;9,126168224;1,460147482;1,111977002
206281;103461;23141;12098;16676;5985;4356;4699;15523;5900;643;320,8102644;35,98911353;25,93468118;6,774494557;9,175738725;160,903577;18,81493002;9,307931571;7,307931571;9,175738725;1,439487046;1,130183731
207506;104074;23187;12120;16849;6129;4315;4652;15470;5916;644;322,2142857;36,00465839;26,16304348;6,700310559;9,186335404;161,6055901;18,81987578;9,517080745;7,223602484;9,186335404;1,471478674;1,116873681
208057;104350;23225;12142;16855;6216;4318;4673;15700;5963;645;322,5689922;36,00775194;26,13178295;6,694573643;9,24496124;161,7829457;18,8248062;9,637209302;7,24496124;9,24496124;1,489694915;1,11990739
208473;104559;23266;12164;16941;6111;4388;4734;15470;5880;646;322,7136223;36,01547988;26,2244582;6,792569659;9,102167183;161,8560372;18,82972136;9,459752322;7,328173375;9,102167183;1,46191399;1,132498908
209249;104947;23312;12186;16868;6055;4368;4729;15758;6075;647;323,4142195;36,0309119;26,07109737;6,751159196;9,389489954;162,2055641;18,83462133;9,358578053;7,309119011;9,389489954;1,445932839;1,129284293
210170;105408;23355;12208;16960;6201;4368;4718;15674;5923;648;324,3364198;36,04166667;26,17283951;6,740740741;9,140432099;162,6666667;18,83950617;9,569444444;7,280864198;9,140432099;1,478159718;1,124650467
210302;105475;23397;12230;16995;6114;4415;4710;15529;5908;649;324,0400616;36,05084746;26,18644068;6,802773498;9,103235747;162,5192604;18,84437596;9,420647149;7,257318952;9,103235747;1,454828976;1,120746562
212140;106394;23442;12252;16963;6186;4448;4787;15640;5938;650;326,3692308;36,06461538;26,09692308;6,843076923;9,135384615;163,6830769;18,84923077;9,516923077;7,364615385;9,135384615;1,469347489;1,13704598
211131;105890;23482;12274;17047;6204;4429;4762;15682;6097;651;324,3179724;36,07066052;26,1858679;6,803379416;9,365591398;162,6574501;18,85407066;9,529953917;7,314900154;9,365591398;1,471010224;1,129102302
212895;106773;23522;12296;16961;6128;4396;4744;15594;5997;652;326,5260736;36,07668712;26,01380368;6,742331288;9,197852761;163,7622699;18,85889571;9,398773006;7,27607362;9,197852761;1,450417959;1,122843146
214034;107343;23565;12318;17101;6176;4495;4798;15645;5941;653;327,770291;36,08728943;26,18836141;6,883614089;9,098009188;164,3843798;18,86370597;9,457886677;7,34762634;9,098009188;1,459195268;1,133617049
213417;107035;23605;12340;17021;6250;4396;4737;15695;5954;654;326,3256881;36,09327217;26,02599388;6,721712538;9,103975535;163,6620795;18,86850153;9,556574924;7,243119266;9,103975535;1,474073219;1,117229574
215503;108078;23644;12362;17034;6222;4383;4726;15966;6117;655;329,0122137;36,09770992;26,00610687;6,691603053;9,338931298;165,0045802;18,87328244;9,499236641;7,215267176;9,338931298;1,464883728;1,112671247
215136;107895;23690;12384;17101;6226;4531;4824;15869;6177;656;327,9512195;36,11280488;26,06859756;6,907012195;9,416158537;164,4740854;18,87804878;9,490853659;7,353658537;9,416158537;1,463246744;1,133745952
215970;108313;23730;12406;17308;6349;4448;4793;15752;5975;657;328,7214612;36,11872146;26,34398782;6,770167428;9,094368341;164,8599696;18,88280061;9,663622527;7,295281583;9,094368341;1,489533476;1,124481643
216830;108743;23778;12428;17409;6318;4529;4914;15834;6037;658;329,5288754;36,13677812;26,45744681;6,882978723;9,174772036;165,2629179;18,88753799;9,601823708;7,468085106;9,174772036;1,479661039;1,150847474
217820;109239;23820;12450;17169;6221;4451;4811;15898;6083;659;330,5311077;36,14567527;26,05311077;6,754172989;9,230652504;165,7647951;18,892261;9,440060698;7,300455235;9,230652504;1,454392665;1,124752148
