1.000000;
0.610871;
0.611321;
0.610250;
0.611855;
0.609289;
0.611332;
0.610281;
0.610725;
0.608492;
0.610860;
0.608291;
0.611776;
0.610152;
0.609481;
0.608485;
0.611908;
0.609322;
0.612708;
0.610718;
0.609940;
0.608855;
0.612187;
0.609595;
0.611082;
0.610080;
0.610497;
0.608767;
0.612017;
0.609149;
0.612369;
0.611075;
0.611543;
0.610572;
0.611195;
0.608880;
0.611041;
0.610025;
0.610426;
0.608752;
0.611847;
0.609269;
0.611336;
0.610438;
0.609596;
0.608749;
0.611773;
0.609564;
0.611306;
0.609453;
0.609724;
0.608866;
0.611820;
0.609490;
0.610822;
0.609291;
0.609673;
0.608808;
0.611697;
0.609150;
0.612015;
0.610983;
0.610380;
0.609556;
0.610420;
0.608315;
0.611125;
0.610307;
0.610565;
0.608661;
0.611428;
0.609414;
0.612156;
0.611325;
0.610588;
0.609260;
0.610849;
0.608929;
0.611235;
0.609691;
0.610042;
0.609249;
0.611900;
0.609688;
0.610893;
0.610060;
0.610040;
0.609286;
0.611123;
0.608833;
0.610358;
0.609611;
0.609951;
0.609061;
0.610234;
0.608302;
0.610839;
0.609409;
0.609744;
0.608314;
0.610819;
0.608882;
0.611367;
0.610643;
0.609675;
0.608947;
0.611400;
0.609618;
0.611305;
0.609990;
0.610310;
0.609072;
0.610827;
0.609120;
0.609922;
0.609234;
0.609554;
0.608817;
0.610222;
0.607998;
0.610354;
0.609659;
0.609898;
0.609228;
0.610301;
0.608374;
0.610686;
0.609809;
0.610115;
0.608746;
0.610340;
0.608623;
0.610077;
0.609375;
0.608805;
0.608164;
0.610411;
0.608758;
0.610988;
0.609461;
0.609500;
0.608624;
0.610831;
0.609236;
0.610252;
0.609606;
0.609208;
0.608587;
0.610757;
0.608850;
0.610730;
0.610108;
0.610090;
0.608916;
0.609908;
0.608371;
0.610495;
0.609781;
0.610006;
0.608817;
0.610073;
0.608531;
0.610620;
0.609647;
0.609244;
0.608611;
0.610115;
0.608403;
0.610459;
0.609245;
0.609523;
0.608940;
0.610973;
0.609531;
0.609607;
0.609030;
0.609252;
0.608666;
0.610669;
0.608803;
0.610298;
0.609375;
0.609645;
0.609079;
0.609998;
0.608452;
0.610416;
0.609852;
0.609513;
0.608469;
0.610413;
0.609013;
0.610428;
0.609861;
0.609486;
0.608526;
0.609886;
0.608438;
0.610344;
0.609274;
0.609533;
0.608982;
0.610117;
0.608713;
0.609592;
0.608884;
0.609141;
0.608291;
0.610153;
0.608339;
0.610192;
0.609662;
0.609868;
0.609308;
0.609988;
0.608670;
0.609771;
0.609240;
0.609011;
0.607999;
0.609810;
0.608534;
0.610334;
0.609436;
0.609005;
0.608487;
0.609853;
0.608573;
0.610349;
0.609230;
0.609062;
0.608275;
0.610036;
0.608752;
0.609575;
0.609076;
0.609317;
0.608513;
0.610250;
0.608726;
0.609963;
0.609459;
0.609695;
0.609205;
0.609313;
0.608028;
0.609737;
0.609251;
0.609334;
0.608351;
0.610043;
0.608530;
0.610214;
0.609668;
0.609268;
0.608793;
0.610462;
0.609171;
0.610176;
0.609249;
0.609477;
0.608980;
0.610162;
0.608979;
0.609609;
0.608745;
0.608938;
0.608476;
0.610105;
0.608676;
0.609882;
0.609420;
0.609163;
0.608527;
0.609285;
0.608152;
0.609755;
0.609274;
0.609495;
0.608409;
0.609998;
0.608843;
0.610062;
0.609365;
0.608864;
0.608363;
0.609318;
0.608196;
0.609761;
0.608924;
0.609141;
0.608701;
0.610251;
0.608966;
0.609693;
0.609004;
0.609032;
0.608589;
0.610122;
0.608716;
0.609645;
0.609219;
0.609308;
0.608878;
0.609592;
0.608493;
0.609584;
0.608842;
0.609053;
0.608132;
0.609632;
0.608531;
0.610023;
0.609591;
0.609012;
0.608593;
0.609742;
0.608582;
0.609900;
0.609082;
0.609258;
0.608496;
0.609594;
0.608548;
0.609237;
0.608804;
0.609008;
0.608598;
0.609233;
0.607966;
0.609411;
0.609002;
0.609203;
0.608696;
0.609373;
0.608109;
0.609537;
0.609126;
0.609298;
0.608407;
0.609520;
0.608469;
0.609331;
0.608932;
0.608610;
0.608208;
0.609610;
0.608584;
0.609634;
0.608683;
0.608549;
0.608158;
0.609545;
0.608543;
0.609197;
0.608807;
0.608677;
0.608272;
0.609644;
0.608393;
0.609761;
0.609098;
0.609288;
0.608624;
0.609171;
0.608215;
0.609568;
0.609089;
0.609278;
0.608511;
0.609333;
0.608374;
0.609349;
0.608953;
0.608556;
0.608181;
0.609512;
0.608413;
0.609462;
0.608730;
0.608917;
0.608505;
0.609821;
0.608790;
0.608915;
0.608540;
0.608725;
0.608167;
0.609472;
0.608331;
0.609630;
0.608997;
0.609157;
0.608786;
0.609180;
0.608260;
0.609547;
0.609102;
0.608915;
0.608210;
0.609178;
0.608214;
0.609489;
0.609128;
0.608841;
0.608131;
0.609398;
0.608495;
0.609757;
0.609040;
0.609134;
0.608779;
0.609547;
0.608581;
0.609196;
0.608843;
0.608734;
0.608379;
0.609358;
0.608151;
0.609389;
0.609024;
0.609198;
0.608850;
0.609434;
0.608547;
0.609122;
0.608590;
0.608744;
0.608093;
0.609313;
0.608445;
0.609659;
0.609040;
0.608769;
0.608266;
0.609473;
0.608622;
0.609502;
0.608764;
0.608595;
0.608254;
0.609450;
0.608598;
0.609165;
0.608796;
0.608946;
0.608372;
0.609557;
0.608446;
0.609627;
0.609293;
0.609204;
0.608858;
0.608982;
0.608128;
0.609076;
0.608741;
0.608907;
0.608267;
0.609120;
0.608159;
0.609321;
0.608993;
0.608770;
0.608336;
0.609490;
0.608668;
0.609375;
0.608692;
0.608855;
0.608360;
0.609504;
0.608647;
0.609190;
0.608664;
0.608826;
0.608477;
0.609341;
0.608315;
0.609446;
0.609123;
0.608865;
0.608549;
0.609084;
0.608260;
0.609151;
0.608835;
0.608994;
0.608235;
0.609350;
0.608491;
0.609384;
0.608945;
0.608700;
0.608389;
0.609070;
0.608276;
0.609379;
0.608774;
0.608914;
0.608594;
0.609484;
0.608532;
0.608708;
0.608398;
0.608554;
0.608249;
0.609336;
0.608385;
0.609054;
0.608680;
0.608834;
0.608527;
0.608980;
0.608138;
0.609213;
0.608628;
0.608788;
0.608202;
0.609055;
0.608287;
0.609354;
0.609053;
0.608641;
0.608288;
0.609068;
0.608300;
0.609358;
0.608764;
0.608695;
0.608189;
0.609241;
0.608472;
0.608973;
0.608678;
0.608813;
0.608330;
0.608974;
0.608062;
0.609104;
0.608786;
0.608934;
0.608502;
0.608996;
0.608142;
0.609175;
0.608884;
0.608808;
0.608205;
0.609232;
0.608502;
0.609134;
0.608843;
0.608564;
0.608278;
0.609059;
0.608342;
0.609359;
0.608587;
0.608732;
0.608444;
0.609455;
0.608722;
0.609150;
0.608857;
0.608722;
0.608440;
0.609252;
0.608322;
0.609060;
0.608655;
0.608745;
0.608287;
0.608763;
0.608057;
0.609051;
0.608768;
0.608910;
0.608369;
0.608980;
0.608208;
0.608965;
0.608688;
0.608474;
0.608196;
0.609177;
0.608330;
0.609114;
0.608592;
0.608719;
0.608446;
0.609165;
0.608467;
0.608586;
0.608185;
0.608325;
0.608045;
0.609012;
0.608168;
0.609132;
0.608652;
0.608790;
0.608381;
0.608840;
0.608118;
0.608895;
0.608627;
0.608430;
0.607899;
0.608852;
0.608176;
0.609126;
0.608851;
0.608551;
0.608098;
0.609044;
0.608344;
0.609287;
0.608772;
0.608906;
0.608553;
0.609030;
0.608364;
0.608812;
0.608387;
0.608475;
0.608215;
0.609146;
0.608241;
0.609092;
0.608831;
0.608963;
0.608700;
0.609008;
0.608340;
0.608745;
0.608467;
0.608599;
0.608054;
0.608813;
0.608156;
0.609073;
0.608635;
0.608394;
0.608130;
0.609043;
0.608276;
0.609186;
0.608679;
0.608561;
0.608307;
0.609213;
0.608575;
0.609008;
0.608754;
0.608798;
0.608352;
0.609018;
0.608211;
0.608903;
0.608644;
0.608762;
0.608406;
0.608584;
0.607946;
0.608838;
0.608588;
0.608716;
0.608160;
0.609048;
0.608315;
0.609201;
0.608806;
0.608616;
0.608369;
0.609250;
0.608609;
0.609154;
0.608674;
0.608669;
0.608421;
0.609136;
0.608515;
0.608934;
0.608532;
0.608488;
0.608245;
0.608971;
0.608211;
0.608912;
0.608545;
0.608435;
0.608186;
0.608600;
0.607989;
0.608851;
0.608608;
0.608721;
0.608080;
0.608939;
0.608297;
0.608932;
0.608692;
0.608509;
0.608268;
0.608797;
0.608155;
0.609006;
0.608515;
0.608637;
0.608400;
0.609054;
0.608299;
0.608667;
0.608431;
0.608543;
0.608273;
0.609115;
0.608361;
0.608799;
0.608561;
0.608682;
0.608448;
0.608611;
0.607969;
0.608804;
0.608407;
0.608527;
0.608066;
0.608897;
0.608308;
0.608998;
0.608750;
0.608430;
0.608083;
0.608909;
0.608319;
0.608957;
0.608473;
0.608592;
0.608161;
0.608982;
0.608392;
0.608785;
0.608554;
0.608505;
0.608277;
0.608784;
0.608072;
0.608821;
0.608490;
0.608598;
0.608369;
0.608758;
0.608064;
0.608874;
0.608555;
0.608527;
0.608089;
0.608895;
0.608328;
0.608828;
0.608603;
0.608365;
0.608127;
0.608928;
0.608360;
0.608955;
0.608412;
0.608519;
0.608297;
0.609092;
0.608516;
0.608897;
0.608584;
0.608485;
0.608139;
0.608799;
0.608059;
0.608849;
0.608598;
0.608711;
0.608337;
0.608715;
0.608155;
0.608939;
0.608719;
0.608800;
0.608383;
